time,pulse
21:30:25,512
21:30:25,512
21:30:25,514
21:30:25,515
21:30:25,516
21:30:25,517
21:30:25,518
21:30:25,518
21:30:25,518
21:30:25,518
21:30:25,517
21:30:25,516
21:30:25,515
21:30:25,513
21:30:25,513
21:30:25,512
21:30:25,512
21:30:25,510
21:30:25,510
21:30:25,510
21:30:25,509
21:30:25,509
21:30:25,509
21:30:25,509
21:30:25,509
21:30:25,509
21:30:25,509
21:30:25,508
21:30:25,509
21:30:25,509
21:30:25,510
21:30:25,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,511
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,509
21:30:26,509
21:30:26,509
21:30:26,510
21:30:26,511
21:30:26,512
21:30:26,514
21:30:26,515
21:30:26,516
21:30:26,516
21:30:26,517
21:30:26,517
21:30:26,517
21:30:26,516
21:30:26,516
21:30:26,515
21:30:26,514
21:30:26,514
21:30:26,513
21:30:26,513
21:30:26,512
21:30:26,511
21:30:26,511
21:30:26,510
21:30:26,510
21:30:26,509
21:30:26,509
21:30:26,508
21:30:26,508
21:30:26,508
21:30:26,508
21:30:26,509
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,510
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,510
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,512
21:30:26,512
21:30:26,512
21:30:26,512
21:30:26,512
21:30:26,512
21:30:26,512
21:30:26,513
21:30:26,515
21:30:26,515
21:30:26,517
21:30:26,517
21:30:26,518
21:30:26,519
21:30:26,519
21:30:26,519
21:30:26,518
21:30:26,517
21:30:26,516
21:30:26,515
21:30:26,514
21:30:26,513
21:30:26,513
21:30:26,512
21:30:26,512
21:30:26,511
21:30:26,511
21:30:26,511
21:30:26,510
21:30:26,509
21:30:26,509
21:30:26,510
21:30:26,509
21:30:26,509
21:30:27,509
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,511
21:30:27,510
21:30:27,510
21:30:27,511
21:30:27,510
21:30:27,510
21:30:27,511
21:30:27,511
21:30:27,510
21:30:27,511
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,511
21:30:27,512
21:30:27,513
21:30:27,514
21:30:27,515
21:30:27,516
21:30:27,517
21:30:27,517
21:30:27,517
21:30:27,517
21:30:27,516
21:30:27,515
21:30:27,514
21:30:27,514
21:30:27,513
21:30:27,512
21:30:27,511
21:30:27,510
21:30:27,510
21:30:27,509
21:30:27,509
21:30:27,508
21:30:27,509
21:30:27,509
21:30:27,508
21:30:27,509
21:30:27,509
21:30:27,509
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,511
21:30:27,511
21:30:27,512
21:30:27,512
21:30:27,512
21:30:27,511
21:30:27,512
21:30:27,512
21:30:27,511
21:30:27,512
21:30:27,512
21:30:27,511
21:30:27,511
21:30:27,511
21:30:27,511
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,510
21:30:27,512
21:30:27,513
21:30:27,514
21:30:27,516
21:30:27,517
21:30:27,518
21:30:27,518
21:30:27,518
21:30:27,518
21:30:27,517
21:30:27,516
21:30:27,515
21:30:27,515
21:30:27,513
21:30:27,513
21:30:27,512
21:30:27,511
21:30:27,510
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,510
21:30:28,510
21:30:28,510
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,512
21:30:28,511
21:30:28,512
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,510
21:30:28,511
21:30:28,511
21:30:28,510
21:30:28,510
21:30:28,509
21:30:28,510
21:30:28,510
21:30:28,511
21:30:28,513
21:30:28,514
21:30:28,515
21:30:28,517
21:30:28,517
21:30:28,518
21:30:28,518
21:30:28,518
21:30:28,517
21:30:28,517
21:30:28,516
21:30:28,515
21:30:28,514
21:30:28,513
21:30:28,513
21:30:28,512
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,510
21:30:28,510
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,509
21:30:28,510
21:30:28,510
21:30:28,510
21:30:28,510
21:30:28,511
21:30:28,510
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,511
21:30:28,510
21:30:28,511
21:30:28,510
21:30:28,510
21:30:28,510
21:30:28,511
21:30:28,510
21:30:28,510
21:30:28,510
21:30:28,512
21:30:28,513
21:30:28,514
21:30:28,515
21:30:28,516
21:30:28,517
21:30:28,518
21:30:28,517
21:30:28,517
21:30:28,517
21:30:28,517
21:30:28,516
21:30:28,515
21:30:28,514
21:30:28,514
21:30:29,513
21:30:29,513
21:30:29,511
21:30:29,511
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,511
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,509
21:30:29,509
21:30:29,510
21:30:29,511
21:30:29,512
21:30:29,513
21:30:29,514
21:30:29,516
21:30:29,516
21:30:29,517
21:30:29,517
21:30:29,517
21:30:29,517
21:30:29,516
21:30:29,515
21:30:29,515
21:30:29,514
21:30:29,514
21:30:29,513
21:30:29,512
21:30:29,512
21:30:29,511
21:30:29,511
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,508
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,511
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,510
21:30:29,509
21:30:29,510
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,509
21:30:29,510
21:30:29,510
21:30:29,511
21:30:29,512
21:30:29,513
21:30:29,515
21:30:29,516
21:30:29,517
21:30:29,518
21:30:29,518
21:30:30,518
21:30:30,517
21:30:30,517
21:30:30,515
21:30:30,515
21:30:30,514
21:30:30,512
21:30:30,512
21:30:30,511
21:30:30,511
21:30:30,510
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,508
21:30:30,509
21:30:30,508
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,511
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,509
21:30:30,510
21:30:30,510
21:30:30,511
21:30:30,512
21:30:30,514
21:30:30,515
21:30:30,516
21:30:30,517
21:30:30,517
21:30:30,518
21:30:30,517
21:30:30,516
21:30:30,515
21:30:30,514
21:30:30,513
21:30:30,513
21:30:30,511
21:30:30,511
21:30:30,510
21:30:30,510
21:30:30,509
21:30:30,508
21:30:30,509
21:30:30,508
21:30:30,508
21:30:30,509
21:30:30,509
21:30:30,509
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,511
21:30:30,511
21:30:30,511
21:30:30,511
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,510
21:30:30,511
21:30:30,511
21:30:30,512
21:30:30,511
21:30:30,513
21:30:31,514
21:30:31,515
21:30:31,516
21:30:31,517
21:30:31,517
21:30:31,518
21:30:31,518
21:30:31,517
21:30:31,517
21:30:31,516
21:30:31,515
21:30:31,514
21:30:31,514
21:30:31,513
21:30:31,512
21:30:31,511
21:30:31,511
21:30:31,510
21:30:31,510
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,511
21:30:31,510
21:30:31,511
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,511
21:30:31,511
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,511
21:30:31,512
21:30:31,513
21:30:31,514
21:30:31,515
21:30:31,516
21:30:31,517
21:30:31,518
21:30:31,518
21:30:31,518
21:30:31,518
21:30:31,517
21:30:31,516
21:30:31,515
21:30:31,514
21:30:31,514
21:30:31,513
21:30:31,512
21:30:31,511
21:30:31,511
21:30:31,510
21:30:31,510
21:30:31,509
21:30:31,509
21:30:31,508
21:30:31,508
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,509
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,511
21:30:31,511
21:30:31,511
21:30:31,511
21:30:31,511
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:31,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,511
21:30:32,512
21:30:32,513
21:30:32,515
21:30:32,516
21:30:32,517
21:30:32,517
21:30:32,517
21:30:32,517
21:30:32,517
21:30:32,516
21:30:32,515
21:30:32,514
21:30:32,514
21:30:32,513
21:30:32,512
21:30:32,512
21:30:32,511
21:30:32,511
21:30:32,511
21:30:32,510
21:30:32,510
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,511
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,510
21:30:32,509
21:30:32,510
21:30:32,509
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,511
21:30:32,512
21:30:32,514
21:30:32,515
21:30:32,516
21:30:32,517
21:30:32,517
21:30:32,518
21:30:32,518
21:30:32,517
21:30:32,517
21:30:32,516
21:30:32,515
21:30:32,514
21:30:32,513
21:30:32,512
21:30:32,511
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,509
21:30:32,509
21:30:32,508
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,509
21:30:32,510
21:30:32,510
21:30:32,510
21:30:32,511
21:30:32,511
21:30:32,511
21:30:32,511
21:30:32,511
21:30:32,511
21:30:32,510
21:30:32,510
21:30:32,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,511
21:30:33,512
21:30:33,513
21:30:33,514
21:30:33,515
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,516
21:30:33,515
21:30:33,514
21:30:33,513
21:30:33,513
21:30:33,512
21:30:33,511
21:30:33,511
21:30:33,511
21:30:33,510
21:30:33,510
21:30:33,509
21:30:33,509
21:30:33,509
21:30:33,509
21:30:33,509
21:30:33,509
21:30:33,509
21:30:33,510
21:30:33,509
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,511
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,511
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,510
21:30:33,511
21:30:33,511
21:30:33,510
21:30:33,511
21:30:33,510
21:30:33,511
21:30:33,511
21:30:33,512
21:30:33,513
21:30:33,514
21:30:33,516
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,517
21:30:33,516
21:30:33,515
21:30:33,514
21:30:33,512
21:30:33,512
21:30:33,511
21:30:33,510
21:30:33,510
21:30:33,509
21:30:33,509
21:30:33,508
21:30:33,508
21:30:33,508
21:30:33,508
21:30:33,508
21:30:33,509
21:30:33,509
21:30:33,509
21:30:33,510
21:30:33,510
21:30:33,511
21:30:33,511
21:30:33,511
21:30:34,512
21:30:34,512
21:30:34,512
21:30:34,512
21:30:34,511
21:30:34,511
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,511
21:30:34,512
21:30:34,513
21:30:34,514
21:30:34,515
21:30:34,516
21:30:34,517
21:30:34,517
21:30:34,517
21:30:34,516
21:30:34,516
21:30:34,515
21:30:34,513
21:30:34,513
21:30:34,512
21:30:34,511
21:30:34,510
21:30:34,510
21:30:34,509
21:30:34,509
21:30:34,509
21:30:34,508
21:30:34,507
21:30:34,507
21:30:34,507
21:30:34,507
21:30:34,508
21:30:34,507
21:30:34,507
21:30:34,508
21:30:34,509
21:30:34,510
21:30:34,509
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,510
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,511
21:30:34,512
21:30:34,512
21:30:34,513
21:30:34,514
21:30:34,516
21:30:34,517
21:30:34,518
21:30:34,518
21:30:34,519
21:30:34,519
21:30:34,519
21:30:34,518
21:30:34,517
21:30:34,516
21:30:34,515
21:30:34,514
21:30:34,513
21:30:34,512
21:30:34,512
21:30:34,511
21:30:34,511
21:30:34,510
21:30:34,510
21:30:34,509
21:30:34,509
21:30:34,509
21:30:34,509
21:30:34,509
21:30:34,510
21:30:35,510
21:30:35,510
21:30:35,511
21:30:35,511
21:30:35,511
21:30:35,512
21:30:35,511
21:30:35,511
21:30:35,512
21:30:35,511
21:30:35,510
21:30:35,511
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,511
21:30:35,510
21:30:35,511
21:30:35,511
21:30:35,511
21:30:35,511
21:30:35,511
21:30:35,511
21:30:35,512
21:30:35,513
21:30:35,514
21:30:35,515
21:30:35,516
21:30:35,517
21:30:35,517
21:30:35,517
21:30:35,517
21:30:35,517
21:30:35,516
21:30:35,515
21:30:35,514
21:30:35,513
21:30:35,512
21:30:35,511
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,509
21:30:35,509
21:30:35,509
21:30:35,508
21:30:35,508
21:30:35,508
21:30:35,508
21:30:35,508
21:30:35,509
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,511
21:30:35,511
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,510
21:30:35,509
21:30:35,509
